T,x1,y1,z1,x2,y2,z2,x3,y3,z3,pitch,roll
7739,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7881,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7999,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8113,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8231,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8345,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8463,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8577,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8695,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8809,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8927,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9041,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9159,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9273,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9391,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9505,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9623,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9737,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9855,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9969,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10087,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10202,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10321,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10436,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10552,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10667,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10783,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10898,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11014,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11129,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11244,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11377,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11507,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11638,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11765,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11905,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
12038,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
